domainID	geneID	domainNb	pdb_id	score	method
6860	529689	1	na	0	artificial
6861	529689	3	1jruA_	19.221849	pdbblast
6862	531288	2	1f3lA_	2.221849	pdbblast
6863	531288	1	na	0	artificial
6864	531288	3	na	0	artificial
6865	530711	1	PF02104	293.49485	pfam
6866	529681	2	1kn3A_	108.228787	pdbblast
6867	529681	1	na	0	artificial
6868	530713	1	na	0	artificial
6869	531287	2	na	0	artificial
6870	531287	1	1ldvA	13.79	orfeus
6871	531287	6	1m2vB	9.91	orfeus
6872	531287	3	na	1.05192	msa
6873	531287	4	na	0	artificial
6874	531287	5	1svq__	2.69897	pdbblast
6875	529675	1	na	0	artificial
6876	530714	1	na	1.002953	msa
6877	530714	2	na	0	artificial
6878	531286	1	na	0	artificial
6879	531286	2	na	1.003839	msa
6880	530718	3	na	0	artificial
6881	530718	2	1avc__	5.221849	pdbblast
6882	530718	1	1ldvA	14.2	orfeus
6883	529674	1	na	0	artificial
6884	531285	2	1bif__	966.9691	pdbblast
6885	531285	1	na	1.012988	msa
6886	531285	3	1bif__	966.9691	pdbblast
6887	531285	4	na	0	artificial
6888	530716	1	na	0	artificial
6889	533179	2	1jkw__	125.522879	pdbblast
6890	533179	1	1jkw__	125.522879	pdbblast
6891	529676	1	na	0	artificial
6892	529676	2	na	1.007993	msa
6893	531284	1	na	0	artificial
6894	531284	2	PF03637	119.107905	pfam
6895	530726	1	na	2.00396	msa
6896	530505	1	na	0	artificial
6897	530504	1	na	0	artificial
6898	530727	1	na	2.021949	msa
6899	529677	2	1elwA_	52.70927	pdbblast
6900	529677	1	na	0	artificial
6901	529677	3	na	0	artificial
6902	529677	4	1xbl__	4.522879	pdbblast
6903	530503	1	na	0	artificial
6904	530503	2	na	1.008997	msa
6905	531282	1	na	0	artificial
6906	530503	3	na	0	artificial
6907	531282	2	na	1.007969	msa
6908	530728	1	na	0	artificial
6909	529683	2	1gg2B_	79.30103	pdbblast
6910	529683	1	na	0	artificial
6911	529683	3	1erjA_	96.24799	pdbblast
6912	529683	4	na	3.485995	msa
6913	529683	5	na	0	artificial
6914	531402	1	na	1.011986	msa
6915	531402	2	na	0	artificial
6916	531402	3	na	2.014964	msa
6917	531281	2	1jzxK	7.04	orfeus
6918	531281	1	na	0	artificial
6919	531281	3	1jzxK	7.04	orfeus
6920	530729	1	na	0	artificial
6921	529685	1	na	0	artificial
6922	529685	2	na	1.02399	msa
6923	529685	3	PF02893	26.267606	pfam
6924	529685	4	na	0	artificial
6925	529685	5	na	1.023993	msa
6926	529685	6	na	0	artificial
6927	529685	7	na	3.013959	msa
6928	529685	8	na	0	artificial
6929	531280	1	na	0	artificial
6930	529687	1	1fqvB_	384.68867	pdbblast
6931	530731	1	na	0	artificial
6932	532709	1	na	0	artificial
6933	532709	2	na	7.010997	msa
6934	530781	2	1jk0B_	10096.522879	pdbblast
6935	530781	1	1jk0B_	10096.522879	pdbblast
6936	530781	3	1jk0B_	10096.522879	pdbblast
6937	530732	2	1lu7A_	877.529817	pdbblast
6938	530732	1	1lu7A_	877.529817	pdbblast
6939	529110	1	na	0	artificial
6940	535563	1	na	0	artificial
6941	529879	2	na	6.075982	msa
6942	529879	1	1i3qA	14.16	orfeus
6943	529879	3	na	2.037994	msa
6944	530734	1	na	0	artificial
6945	529109	6	1ia8A_	342.70927	pdbblast
6946	529109	3	na	0	artificial
6947	529109	2	1f3mA_	8.69897	pdbblast
6948	529109	4	1ia8A_	342.70927	pdbblast
6949	529109	1	na	0	artificial
6950	529109	5	1ia8A_	342.70927	pdbblast
6951	529750	1	na	2.007945	msa
6952	529750	2	na	0	artificial
6953	529750	3	PF02732	50.086186	pfam
6954	531278	1	na	0	artificial
6955	529750	4	na	3.038979	msa
6956	529108	2	1qfxA_	655.519517	pdbblast
6957	529108	1	1qfxA_	655.519517	pdbblast
6958	529751	2	1ja5A_	248.29073	pdbblast
6959	529107	1	na	0	artificial
6960	529751	1	1ja5A_	248.29073	pdbblast
6961	531276	1	na	0	artificial
6962	530737	1	na	0	artificial
6963	529105	1	1bq3D_	498.228787	pdbblast
6964	531275	1	na	0	artificial
6965	531275	2	na	9.039979	msa
6966	531275	3	na	0	artificial
6967	531275	4	na	1.016986	msa
6968	530738	3	1ja5A_	22.522879	pdbblast
6969	530738	2	1ja5A_	22.522879	pdbblast
6970	530738	1	na	3.334996	msa
6971	529103	6	na	7.077932	msa
6972	529103	3	1faoA	14.78	orfeus
6973	529103	2	1k1aA_	43.154902	pdbblast
6974	529103	4	na	0	artificial
6975	529103	1	1k1aA_	43.154902	pdbblast
6976	529103	5	1i84S_	3.69897	pdbblast
6977	529755	2	1cjwA_	3.045757	pdbblast
6978	529755	1	na	0	artificial
6979	530739	1	na	0	artificial
6980	531274	1	na	0	artificial
6981	531274	2	na	1.011959	msa
6982	529102	1	PF01105	75.958607	pfam
6983	529487	1	1gg2B_	58	pdbblast
6984	530741	1	na	8.011924	msa
6985	530741	2	na	0	artificial
6986	529100	1	na	0	artificial
6987	531500	1	na	0	artificial
6988	531500	2	na	1.007942	msa
6989	531500	3	na	1.007898	msa
6990	529099	1	na	1.028978	msa
6991	529099	2	PF02544	73.148742	pfam
6992	530742	2	1i84S_	5	pdbblast
6993	530742	1	na	0	artificial
6994	529096	1	na	0	artificial
6995	530751	1	na	0	artificial
6996	530207	2	na	0	artificial
6997	530207	1	1f8aB_	7.39794	pdbblast
6998	529095	1	na	0	artificial
6999	529762	2	na	3.42499	msa
7000	529762	1	1erjA_	84.450636	pdbblast
7001	529762	3	na	1.026992	msa
7002	530761	1	na	0	artificial
7003	530209	2	1ja5A_	474.9897	pdbblast
7004	530209	1	1ja5A_	474.9897	pdbblast
7005	529094	2	1kte__	84.40824	pdbblast
7006	529094	1	1h4oA_	11.39794	pdbblast
7007	529763	1	1bzyA_	32.221849	pdbblast
7008	530210	1	na	0	artificial
7009	529093	1	na	0	artificial
7010	529764	1	1ezrA_	419.68867	pdbblast
7011	530212	1	na	0	artificial
7012	530764	2	na	1.226974	msa
7013	530764	1	1g17A_	55.69897	pdbblast
7014	529092	1	1ldjB_	71.68867	pdbblast
7015	530211	1	na	0	artificial
7016	530211	2	na	1.00288	msa
7017	530211	3	na	0	artificial
7018	529770	7	na	15.580969	msa
7019	529770	2	1f3oA_	125.154902	pdbblast
7020	529770	1	na	0	artificial
7021	529770	6	1jsqA_	149.228787	pdbblast
7022	529770	3	1f3oA_	125.154902	pdbblast
7023	529770	8	na	0	artificial
7024	529770	4	na	0	artificial
7025	529770	5	1jsqA_	149.228787	pdbblast
7026	533723	1	na	0	artificial
7027	533723	2	na	1.023981	msa
7028	530765	1	na	0	artificial
7029	529771	1	na	0	artificial
7030	529771	2	na	2.009822	msa
7031	529771	3	na	0	artificial
7032	746350	1	na	0	artificial
7033	529191	1	na	1.008979	msa
7034	529191	2	na	3.010938	msa
7035	530766	1	na	0	artificial
7036	529773	2	na	2.025996	msa
7037	529773	1	PF02037	10.236572	pfam
7038	530214	1	na	0	artificial
7039	529773	6	1i3qA	8.34	orfeus
7040	529773	3	na	0	artificial
7041	529773	4	PF02891	33.60206	pfam
7042	529773	5	na	2.172996	msa
7043	530769	1	na	0	artificial
7044	530219	1	na	0	artificial
7045	532807	2	1qorA_	73.522879	pdbblast
7046	532807	1	1qorA_	73.522879	pdbblast
7047	529189	3	na	2.044983	msa
7048	529189	2	1hm0A	10.71	orfeus
7049	529189	1	na	0	artificial
7050	530770	2	1kskA_	27	pdbblast
7051	530770	1	1kskA_	27	pdbblast
7052	530220	1	PF00660	58.60206	pfam
7053	532334	1	na	0	artificial
7054	532804	1	na	38.100997	msa
7055	532804	2	na	0	artificial
7056	530771	6	na	22.059992	msa
7057	530771	3	1dqvA_	106	pdbblast
7058	530771	2	na	0	artificial
7059	530771	4	1dqvA_	106	pdbblast
7060	530771	1	1ldvA	11.96	orfeus
7061	530771	5	1bynA_	27	pdbblast
7062	534157	1	na	2.003972	msa
7063	534157	2	na	0	artificial
7064	532539	1	na	108.145997	msa
7065	532539	2	na	1.05194	msa
7066	532539	3	na	0	artificial
7067	532539	4	PF02364	1000	pfam
7068	532539	5	na	1.019943	msa
7069	532803	1	na	0	artificial
7070	532803	2	na	1.002847	msa
7071	530772	3	1a8h__	818.218487	pdbblast
7072	532803	3	na	0	artificial
7073	530772	2	1a8h__	818.218487	pdbblast
7074	530772	1	1a8h__	818.218487	pdbblast
7075	532802	2	PF01154	7.958607	pfam
7076	532802	1	1cgkA_	112	pdbblast
7077	533822	1	na	1.008967	msa
7078	534100	1	na	0	artificial
7079	530539	1	1g17A_	462.612477	pdbblast
7080	534100	2	na	11.013952	msa
7081	534100	3	na	0	artificial
7082	534100	4	na	1.00287	msa
7083	530775	1	na	0	artificial
7084	529791	2	1hz4A	9.88	orfeus
7085	534153	1	na	0	artificial
7086	529791	1	1hz4A	9.88	orfeus
7087	529791	3	1hz4A	9.88	orfeus
7088	529842	1	na	0	artificial
7089	533773	2	1gd2E_	35.211549	pdbblast
7090	529801	1	1fnuA	1.88	pcons
7091	533773	1	na	2.325996	msa
7092	530777	1	na	0	artificial
7093	529776	1	na	3.032996	msa
7094	529776	2	na	3.032996	msa
7095	531425	1	na	0	artificial
7096	530778	1	na	0	artificial
7097	530778	2	na	1.005902	msa
7098	534151	3	1na0A_	3.522879	pdbblast
7099	534151	2	na	8.802996	msa
7100	534151	4	na	2.748986	msa
7101	534151	1	na	2.700995	msa
7102	532986	2	na	0	artificial
7103	532986	1	2hapC_	24.071898	pdbblast
7104	534150	1	na	4.007926	msa
7105	534150	2	na	0	artificial
7106	532707	1	PF00892	2.356547	pfam
7107	532707	2	na	0	artificial
7108	532707	3	na	3.222993	msa
7109	532707	4	na	0	artificial
7110	529784	1	na	10.172996	msa
7111	529784	2	na	5.151996	msa
7112	529784	3	na	0	artificial
7113	530780	1	na	0	artificial
7114	532706	1	na	0	artificial
7115	530782	1	PF02953	25.387216	pfam
7116	532705	1	na	0	artificial
7117	529802	1	PF00892	2.327902	pfam
7118	529802	2	na	3.653997	msa
7119	532703	2	na	0	artificial
7120	532703	1	na	1.021976	msa
7121	532703	3	PF00962	35.468521	pfam
7122	532703	4	1m7mA_	43	pdbblast
7123	530783	1	na	0	artificial
7124	529820	1	PF00999	140.387216	pfam
7125	529820	2	na	0	artificial
7126	532699	1	na	0	artificial
7127	530788	3	1jpwA	10.28	orfeus
7128	530788	2	1jpwA	10.28	orfeus
7129	530788	1	1jpwA	10.28	orfeus
7130	532698	1	na	0	artificial
7131	530789	6	1ctpE_	105	pdbblast
7132	530789	3	na	0	artificial
7133	530789	7	1ctpE_	105	pdbblast
7134	530789	2	1cxzB_	3.69897	pdbblast
7135	530789	4	1jnuA_	11	pdbblast
7136	530789	1	na	0	artificial
7137	530789	5	1a25A_	6.221849	pdbblast
7138	532696	2	1b8iA_	74.529817	pdbblast
7139	532696	1	na	6.092997	msa
7140	532696	3	na	5.470997	msa
7141	529785	2	na	0	artificial
7142	529785	1	1d66A	8.95	orfeus
7143	529795	1	na	0	artificial
7144	530790	3	1k83A	14.94	orfeus
7145	530790	2	1cpm__	200.9897	pdbblast
7146	530790	1	2ayh__	205.751666	pdbblast
7147	529814	1	1k5xM_	684.134302	pdbblast
7148	529798	1	na	1.008966	msa
7149	529798	2	na	0	artificial
7150	529798	3	na	1.008951	msa
7151	530791	1	na	0	artificial
7152	532695	1	1dmgA_	108.440336	pdbblast
7153	530795	3	1bo5O_	141	pdbblast
7154	530795	2	1bo5O_	141	pdbblast
7155	530795	1	1bo5O_	141	pdbblast
7156	529803	1	na	0	artificial
7157	532693	1	na	0	artificial
7158	530802	2	1gwcA_	42.39794	pdbblast
7159	530802	1	1gwcA_	42.39794	pdbblast
7160	532692	1	1g2pA_	932.9794	pdbblast
7161	529804	2	na	1.143996	msa
7162	529804	1	na	0	artificial
7163	529804	3	na	0	artificial
7164	529804	4	1m0rA_	680.211549	pdbblast
7165	529804	5	na	0	artificial
7166	530812	1	PF03367	102.119186	pfam
7167	530812	2	PF03367	102.79588	pfam
7168	529808	2	1eh5A_	39.69897	pdbblast
7169	529808	1	na	0	artificial
7170	529808	3	na	0	artificial
7171	532690	2	na	0	artificial
7172	532690	1	1ldvA	12.74	orfeus
7173	532690	3	na	1.002997	msa
7174	532690	4	na	0	artificial
7175	530813	1	na	1.006942	msa
7176	530813	2	na	0	artificial
7177	529810	1	na	0	artificial
7178	530814	1	na	0	artificial
7179	532689	1	na	1.013984	msa
7180	530814	2	na	2.011972	msa
7181	532689	2	na	2.015924	msa
7182	529816	2	na	0	artificial
7183	529816	1	1qhwA	13.8	orfeus
7184	530816	1	na	0	artificial
7185	532688	1	na	1.596987	msa
7186	532688	2	na	21.652997	msa
7187	529815	2	1fjlA_	77.502279	pdbblast
7188	529815	1	na	14.759997	msa
7189	529815	3	na	2.190996	msa
7190	530817	1	na	0	artificial
7191	530817	2	na	3.014935	msa
7192	532772	2	na	0	artificial
7193	532772	1	1pyiA_	46.68867	pdbblast
7194	529799	1	na	13.048977	msa
7195	529799	2	na	0	artificial
7196	532771	2	PF02269	5.958607	pfam
7197	532771	1	1bh8A_	14	pdbblast
7198	530842	3	na	31.292997	msa
7199	530842	2	1hf8A_	325	pdbblast
7200	530842	1	1hf8A_	325	pdbblast
7201	529794	2	1bccA_	91.69897	pdbblast
7202	529794	1	1bccA_	91.69897	pdbblast
7203	529794	3	1ezvB_	19	pdbblast
7204	529794	4	1ezvB_	19	pdbblast
7205	529794	5	na	0	artificial
7206	530843	1	na	0	artificial
7207	532769	2	1ct9A_	228.457575	pdbblast
7208	532769	1	1ct9A_	228.457575	pdbblast
7209	529779	2	1amp__	460.703922	pdbblast
7210	529779	1	na	0	artificial
7211	532768	1	na	0	artificial
7212	530844	1	PF03650	84.886057	pfam
7213	529809	1	na	0	artificial
7214	532766	2	1fxkC_	17.30103	pdbblast
7215	532766	1	1fxkC_	17.30103	pdbblast
7216	529805	1	1g2pA_	521.38764	pdbblast
7217	532765	2	na	14.287996	msa
7218	532765	1	1i84S_	6.522879	pdbblast
7219	532765	3	na	0	artificial
7220	529793	2	1b7fA_	78	pdbblast
7221	529793	1	na	0	artificial
7222	529793	3	1b7fA_	78	pdbblast
7223	532762	1	na	0	artificial
7224	529792	1	1evqA_	56.522879	pdbblast
7225	530848	1	na	0	artificial
7226	529817	1	1qmvA_	733.67837	pdbblast
7227	532761	1	na	0	artificial
7228	530849	1	1d9tA_	65.522879	pdbblast
7229	529778	1	na	0	artificial
7230	529778	2	PF03124	83.823909	pfam
7231	532759	2	1cnf__	464.68867	pdbblast
7232	532759	1	1vhbA_	9.39794	pdbblast
7233	532759	3	1cnf__	464.68867	pdbblast
7234	529775	1	na	107.161997	msa
7235	529775	2	na	0	artificial
7236	530852	1	na	0	artificial
7237	532758	2	1i19A_	47.154902	pdbblast
7238	532758	1	1i19A_	47.154902	pdbblast
7239	530854	1	1fntE_	1455.39794	pdbblast
7240	529824	2	1i84S_	5	pdbblast
7241	529824	1	1g25A_	127.035458	pdbblast
7242	529824	3	na	0	artificial
7243	532757	1	1ffxA_	11000	pdbblast
7244	530855	2	1ebgA_	11000	pdbblast
7245	530855	1	1ebgA_	11000	pdbblast
7246	529828	1	na	5.162998	msa
7247	529828	2	na	20.271997	msa
7248	529828	3	na	0	artificial
7249	529828	4	na	1.010962	msa
7250	530856	2	1k0iA_	76.522879	pdbblast
7251	530856	1	1k0iA_	76.522879	pdbblast
7252	532756	1	na	0	artificial
7253	530857	2	1pgn__	1936	pdbblast
7254	530857	1	1pgn__	1936	pdbblast
7255	532755	1	na	0	artificial
7256	530858	1	PF00153	7.49485	pfam
7257	530858	2	PF00153	17.958607	pfam
7258	530858	3	PF00153	27.075721	pfam
7259	530860	1	na	0	artificial
7260	532754	2	1qgnA_	179.218487	pdbblast
7261	532754	1	na	1.093935	msa
7262	529833	1	na	0	artificial
7263	532754	3	1qgnA_	179.218487	pdbblast
7264	533732	2	1ja5A_	441.218487	pdbblast
7265	533732	1	1ja5A_	441.218487	pdbblast
7266	529853	2	1dg3A	2.47	pcons
7267	529853	1	1dg3A	2.47	pcons
7268	529853	3	na	0	artificial
7269	533214	2	na	3.163984	msa
7270	533214	1	na	28.071997	msa
7271	533214	3	1j4fA_	270.917458	pdbblast
7272	529856	1	PF03006	129.69897	pfam
7273	530863	2	1a06__	70.69897	pdbblast
7274	530863	1	1a06__	70.69897	pdbblast
7275	529857	1	na	0	artificial
7276	533839	1	1e0sA_	655.69897	pdbblast
7277	530864	1	1k4yA_	63	pdbblast
7278	529844	1	na	0	artificial
7279	529848	2	1h6oA	7.21	orfeus
7280	529848	1	1h6oA	7.21	orfeus
7281	529848	3	na	1.011908	msa
7282	530866	1	na	0	artificial
7283	531272	1	1osjA_	561.9794	pdbblast
7284	529827	2	1meyG_	28	pdbblast
7285	529827	1	na	14.019996	msa
7286	529827	3	na	0	artificial
7287	529827	4	1ubdC_	18.69897	pdbblast
7288	529827	5	na	0	artificial
7289	530867	1	na	0	artificial
7290	531271	1	na	0	artificial
7291	529836	1	na	1.006997	msa
7292	529836	2	na	4.009966	msa
7293	531270	1	na	0	artificial
7294	530868	1	1is7A_	735.522879	pdbblast
7295	529855	1	na	0	artificial
7296	531269	2	1hv8A	4.2	pcons
7297	531269	1	1i84S_	4	pdbblast
7298	530869	2	1exkA	7.51	orfeus
7299	530869	1	na	0	artificial
7300	529854	2	1fotA_	571.9794	pdbblast
7301	529854	1	na	0	artificial
7302	529854	3	1fotA_	571.9794	pdbblast
7303	529854	4	1i84S_	4	pdbblast
7304	529854	5	na	0	artificial
7305	531268	1	na	0	artificial
7306	529843	1	na	1.002856	msa
7307	530870	1	na	0	artificial
7308	529843	2	na	0	artificial
7309	531267	1	na	0	artificial
7310	531266	1	PF01490	135.455932	pfam
7311	529823	1	na	0	artificial
7312	529823	2	PF01529	33.420216	pfam
7313	529823	3	na	0	artificial
7314	531265	1	na	0	artificial
7315	529850	1	1i84S_	14.30103	pdbblast
7316	531264	1	na	0	artificial
7317	529832	2	1dn1B_	29	pdbblast
7318	529832	1	1dn1B_	29	pdbblast
7319	531263	1	PF01793	262.508638	pfam
7320	531263	2	na	0	artificial
7321	529852	2	1erjA_	37.69897	pdbblast
7322	529852	1	na	2.139995	msa
7323	530874	1	na	0	artificial
7324	531262	2	na	0	artificial
7325	531262	1	1i84S_	18	pdbblast
7326	530875	1	na	0	artificial
7327	530877	1	na	0	artificial
7328	531261	2	na	3.065961	msa
7329	531261	1	1e20A_	14	pdbblast
7330	532731	2	1ko9A_	564.38764	pdbblast
7331	532731	1	1ko9A_	564.38764	pdbblast
7332	532731	3	1ko9A_	564.38764	pdbblast
7333	529845	1	1ew2A_	481	pdbblast
7334	530879	2	1cozA_	23.045757	pdbblast
7335	530879	1	na	7.047988	msa
7336	529840	1	na	0	artificial
7337	532728	1	na	0	artificial
7338	529837	1	na	0	artificial
7339	529837	2	na	1.012991	msa
7340	529837	3	na	0	artificial
7341	529829	2	na	1.21799	msa
7342	529829	1	na	0	artificial
7343	529829	3	1khhA_	84.70927	pdbblast
7344	532725	1	1b3oA_	10146	pdbblast
7345	530882	1	PF01585	13.346787	pfam
7346	529822	2	na	0	artificial
7347	530882	2	na	0	artificial
7348	529822	1	1i84S_	18	pdbblast
7349	529822	3	na	1.006963	msa
7350	532724	1	na	0	artificial
7351	529835	1	PF00467	3.721246	pfam
7352	529835	2	PF01777	61.585027	pfam
7353	530885	2	1k3rA_	47.39794	pdbblast
7354	530885	1	1k3rA_	47.39794	pdbblast
7355	532722	1	na	0	artificial
7356	529860	2	1ib2A_	131.67837	pdbblast
7357	529860	1	1ib2A_	131.67837	pdbblast
7358	529860	3	1ib2A_	131.67837	pdbblast
7359	529860	4	na	1.032956	msa
7360	530886	1	PF02077	179.769551	pfam
7361	532721	1	na	1.004926	msa
7362	532721	2	na	0	artificial
7363	532466	1	PF01585	16.013228	pfam
7364	532466	2	na	1.039977	msa
7365	530888	3	na	6.846996	msa
7366	530888	2	1b5tA_	2.522879	pdbblast
7367	530888	1	na	0	artificial
7368	529861	2	1ja5A_	523.0103	pdbblast
7369	529861	1	na	0	artificial
7370	529861	3	1ja5A_	523.0103	pdbblast
7371	532465	2	1av5A	9.25	orfeus
7372	532465	1	na	0	artificial
7373	530890	3	na	0	artificial
7374	530890	2	na	18.124987	msa
7375	530890	1	1zmeC_	48.09691	pdbblast
7376	532462	1	na	0	artificial
7377	529864	1	1k5yZ_	150.512579	pdbblast
7378	530891	3	1ja5A_	221.9691	pdbblast
7379	530891	2	1ja5A_	221.9691	pdbblast
7380	530891	1	na	0	artificial
7381	532459	1	PF01200	43.823909	pfam
7382	529865	1	na	1.00291	msa
7383	529865	2	na	0	artificial
7384	529865	3	na	1.002938	msa
7385	530892	1	na	0	artificial
7386	532454	1	na	0	artificial
7387	532454	2	PF00781	44.60206	pfam
7388	532454	3	na	4.121989	msa
7389	532454	4	na	0	artificial
7390	529867	2	1d2tA_	17.09691	pdbblast
7391	529867	1	na	0	artificial
7392	530893	1	na	0	artificial
7393	529868	1	na	0	artificial
7394	532451	1	na	0	artificial
7395	530894	2	1uok__	1249	pdbblast
7396	530894	1	1uok__	1249	pdbblast
7397	532456	1	1d5cA_	631.045757	pdbblast
7398	532460	1	na	0	artificial
7399	530895	1	na	0	artificial
7400	529870	2	1hfuA_	392	pdbblast
7401	529870	1	1hfuA_	392	pdbblast
7402	530896	1	PF00660	62.60206	pfam
7403	532461	2	na	0	artificial
7404	532461	1	1hwtD_	68.67837	pdbblast
7405	532461	3	na	6.120992	msa
7406	532461	4	na	0	artificial
7407	532461	5	na	1.026958	msa
7408	529871	2	1a06__	587.9897	pdbblast
7409	529871	1	1a06__	587.9897	pdbblast
7410	529871	3	na	0	artificial
7411	530897	1	na	1.018984	msa
7412	530897	2	PF00674	48.251812	pfam
7413	530897	3	na	0	artificial
7414	530897	4	PF00674	58.744727	pfam
7415	532468	1	na	0	artificial
7416	532468	2	PF03370	4.327902	pfam
7417	529872	1	na	0	artificial
7418	532468	3	na	0	artificial
7419	529872	2	PF00324	211.124939	pfam
7420	528411	1	na	1.022987	msa
7421	528411	2	na	3.027956	msa
7422	529875	1	na	0	artificial
7423	528406	1	na	0	artificial
7424	529877	1	1kte__	126.522879	pdbblast
7425	532383	2	na	0	artificial
7426	532383	1	na	1.006981	msa
7427	532383	3	1bmbA_	6	pdbblast
7428	532383	4	1aww__	63.39794	pdbblast
7429	528404	6	1g7sA_	1064	pdbblast
7430	528404	3	1g7sA_	1064	pdbblast
7431	528404	2	na	0	artificial
7432	528404	4	1g7sA_	1064	pdbblast
7433	528404	1	1i84S_	3.09691	pdbblast
7434	528404	5	1g7sA_	1064	pdbblast
7435	529876	1	na	0	artificial
7436	532382	2	na	1.002997	msa
7437	532382	1	1iu4A	7.59	orfeus
7438	529878	1	na	0	artificial
7439	529878	2	na	1.003943	msa
7440	529878	3	na	0	artificial
7441	528401	1	na	1.003969	msa
7442	532380	2	1jsqA_	798.9794	pdbblast
7443	528401	2	na	0	artificial
7444	532380	1	na	0	artificial
7445	528401	3	na	9.013996	msa
7446	532380	3	1jsqA_	798.9794	pdbblast
7447	528399	1	na	1.013991	msa
7448	528399	2	PF02731	109.853872	pfam
7449	528399	3	na	0	artificial
7450	532379	1	na	0	artificial
7451	532379	2	PF00169	8.356547	pfam
7452	529880	2	1ig8A_	824.457575	pdbblast
7453	532379	3	na	0	artificial
7454	532379	4	na	1.006981	msa
7455	529880	1	1ig8A_	824.457575	pdbblast
7456	532379	5	na	48.361998	msa
7457	528398	3	1ei3A	8.52	orfeus
7458	528398	2	1ldvA	14.99	orfeus
7459	528398	1	na	0	artificial
7460	529881	1	na	3.016953	msa
7461	529881	2	na	4.014979	msa
7462	532378	1	na	0	artificial
7463	532378	2	PF03587	94.481486	pfam
7464	528395	1	na	0	artificial
7465	529884	2	na	0	artificial
7466	529884	1	1hwtC_	12.09691	pdbblast
7467	529884	3	1qoyA	7.33	orfeus
7468	529884	4	1qoyA	7.33	orfeus
7469	529884	5	na	0	artificial
7470	532377	1	1k5yZ_	163.39794	pdbblast
7471	532376	1	na	0	artificial
7472	532372	2	1qm4A_	2570	pdbblast
7473	532372	1	1qm4A_	2570	pdbblast
7474	532372	3	1qm4A_	2570	pdbblast
7475	529889	1	na	0	artificial
7476	532369	1	na	1.002981	msa
7477	532369	2	na	0	artificial
7478	532369	3	na	10.019981	msa
7479	529642	2	1imaA_	469.68867	pdbblast
7480	529642	1	1imaA_	469.68867	pdbblast
7481	532366	1	1cnzA_	138.9897	pdbblast
7482	529641	1	na	0	artificial
7483	529893	1	na	1.002903	msa
7484	529893	2	na	0	artificial
7485	532365	1	na	0	artificial
7486	529894	1	1kyoG_	687.68867	pdbblast
7487	532371	1	1kn3A_	146.9794	pdbblast
7488	529896	1	PF03630	221.568636	pfam
7489	529639	2	1d2tA_	5.221849	pdbblast
7490	529639	1	na	0	artificial
7491	532373	2	1ldvA	11	orfeus
7492	532373	1	na	0	artificial
7493	529897	2	1qoyA	7.44	orfeus
7494	529897	1	na	0	artificial
7495	529897	3	1qoyA	7.44	orfeus
7496	528441	1	PF01105	95.958607	pfam
7497	529898	1	1g2iA_	32.69897	pdbblast
7498	532375	2	na	0	artificial
7499	532375	1	1g3gA	7.02	orfeus
7500	532375	3	na	1.004997	msa
7501	533097	1	na	1.003971	msa
7502	533097	2	na	1.004826	msa
7503	533097	3	na	0	artificial
7504	533097	4	na	1.004893	msa
7505	529899	2	1m2vB	13.13	orfeus
7506	529899	1	na	4.187992	msa
7507	533791	1	1fuuA_	715.9691	pdbblast
7508	532381	7	1iirA_	192.758605	pdbblast
7509	532381	2	1eazA	13.65	orfeus
7510	532381	1	na	0	artificial
7511	532381	6	1iirA_	192.758605	pdbblast
7512	532381	3	na	0	artificial
7513	532381	4	na	8.039965	msa
7514	532381	5	1iirA_	192.758605	pdbblast
7515	529900	1	na	0	artificial
7516	533824	1	na	4.122994	msa
7517	533824	2	PF02535	42.008774	pfam
7518	532504	1	na	0	artificial
7519	529901	2	1ja5A_	423.218487	pdbblast
7520	532504	2	PF01522	64.21467	pfam
7521	529901	1	1ja5A_	423.218487	pdbblast
7522	529335	2	1ja5A_	440	pdbblast
7523	529335	1	1ja5A_	440	pdbblast
7524	532503	1	na	0	artificial
7525	532503	2	PF01522	60.721246	pfam
7526	533259	1	na	0	artificial
7527	532502	1	2aak__	246.522879	pdbblast
7528	530629	1	1k5yU_	511.533179	pdbblast
7529	532505	2	na	7.385997	msa
7530	532505	1	1i84S_	53.9897	pdbblast
7531	532505	6	2tmaA_	16	pdbblast
7532	532505	3	2tmaA_	16	pdbblast
7533	532505	4	2tmaA_	16	pdbblast
7534	532505	5	2tmaA_	16	pdbblast
7535	533255	1	na	0	artificial
7536	533255	2	PF01490	152.638272	pfam
7537	532126	3	1dynA_	15.39794	pdbblast
7538	532126	2	PF01031	50.318759	pfam
7539	532126	4	PF02212	42.552842	pfam
7540	532126	1	1jwyB_	1175	pdbblast
7541	529412	1	na	0	artificial
7542	532127	1	na	0	artificial
7543	532127	2	na	1.0029	msa
7544	533254	1	na	0	artificial
7545	529413	1	1kuvA_	107.9691	pdbblast
7546	532130	1	na	2.031994	msa
7547	532130	2	na	0	artificial
7548	532130	3	PF02714	206.327902	pfam
7549	533253	1	1vhrA_	35.69897	pdbblast
7550	529414	1	na	0	artificial
7551	529414	2	PF01569	2.721246	pfam
7552	532131	1	na	0	artificial
7553	532131	2	na	1.004906	msa
7554	533252	2	na	1.824995	msa
7555	533252	1	821p__	609	pdbblast
7556	529416	2	1f6dA	13.39	orfeus
7557	529416	1	na	0	artificial
7558	529416	3	1f6dA	13.39	orfeus
